id,name,description,price,imageUrls,category,keywords
5763,LOCTITE HD14 Handheld Manual Dual Cartridge Dispensers,"Achieve precise and consistent dispensing with the LOCTITE HD14 Handheld Manual Dual Cartridge Dispensers. This versatile tool is ideal for applying a variety of adhesives and sealants, including LOCTITE's high-performance products. 

Featuring a user-friendly design and ergonomic grip, the HD14 allows for comfortable and controlled application, minimizing waste and maximizing efficiency.  

Whether you're a professional technician or a DIY enthusiast, the LOCTITE HD14 ensures accurate application for your bonding and sealing needs. 

Keywords: LOCTITE, HD14, Handheld, Manual, Dual Cartridge, Dispensers, Adhesives, Sealants, Bonding, Sealing, Precision",,"https://ik.imagekit.io/manwar1/5763-3_zeSuf3mk6G.jpg,https://ik.imagekit.io/manwar1/5763-2_EyvA0Dfvjq.jpg,https://ik.imagekit.io/manwar1/5763-1__4m12ytUs.jpg",Industrial Chemicals,"Loctite, HD14, Handheld, Manual, Dual, Cartridge, Dispensers, Bangladesh, Ecommerce, Online Shopping"
5764,LOCTITE HD14 Handheld Pneumatic Dual Cartridge Dispenser,"Experience precision dispensing with the LOCTITE HD14 Handheld Pneumatic Dual Cartridge Dispenser. This powerful tool allows for accurate and efficient application of adhesive and sealant materials, significantly improving your workflow.  Featuring a robust pneumatic design, the HD14 offers exceptional control and reduces operator fatigue, even during extended use.  Ideal for demanding industrial, automotive, and construction applications, the HD14 ensures consistent, reliable results.  

Keywords: LOCTITE, HD14, Handheld, Pneumatic, Dual Cartridge Dispenser, adhesive, sealant, dispenser, industrial, automotive, construction, precise dispensing",,"https://ik.imagekit.io/lord8131/5764-1_vZu4tFfcvk.jpg,https://ik.imagekit.io/lord8131/5764-2_2Dlg59N03o.jpg,https://ik.imagekit.io/lord8131/5764-3_1YBToTXaej.jpg",Industrial Chemicals,"LOCTITE, Handheld, Pneumatic, Dispenser, Dual, Cartridge, HD14, Bangladesh, Ecommerce, Product"
5765,"LOCTITE Dual Cartridge Manual Applicator, 50ml","The LOCTITE Dual Cartridge Manual Applicator, 50ml, offers precise and controlled dispensing for your adhesive and sealant needs. This versatile tool is perfect for a variety of applications, from general bonding to automotive repairs.  Its ergonomic design ensures comfortable handling, while the dual cartridges allow for seamless switching between different products.  Achieve professional-quality results with ease using this reliable and efficient applicator.  

Keywords: LOCTITE, dual cartridge, manual applicator, 50ml, adhesive, sealant, dispensing, bonding, automotive, repairs",,"https://ik.imagekit.io/manwar1/5765-1_yvLN0cytQD.jpg,https://ik.imagekit.io/manwar1/5765-3_7N8y5OFsCI.jpg,https://ik.imagekit.io/manwar1/5765-2_N-_EgCsQke.jpg",Industrial Chemicals,"Locate, adhesive, applicator, cartrige, manual, tool, bangladesh, online, shop, buy, product, LOCTITE"
5766,LOCTITE MX Mobile Mixer,"Introducing the LOCTITE MX Mobile Mixer, a versatile and convenient tool designed for effortless mixing and dispensing of epoxy adhesives and sealants in industrial, aerospace, and construction applications. Its innovative ergonomic design ensures comfort during use and a powerful battery-driven mixing blade quickly combines two-part resins for flawless applications. An interchangeable mixer body also saves space in workshops by requiring minimal equipment to complete projects of different requirements and industries.

 Ideal for pre-heated material use cases including commercial industries it utilizes static-mixer element  achieving ratios while completing entire pre packaged, larger reservoir setup single shot applicators .Keywords: Industrial Epoxy Mixers Epoxy Sealant Resin LOCTITE Dispensers Industrial Epoxy LOCTITE Industrial Portable",,"https://ik.imagekit.io/lord8131/5766-1_N9srpOTHqb.jpg,https://ik.imagekit.io/lord8131/5766-3_0I5l_KRhkn.jpg,https://ik.imagekit.io/lord8131/5766-2_C8FGZF3KPa.jpg",Industrial Chemicals,"Locate, Bangladesh, E-commerce, Online Shopping, Product, Mixer, Mobile, Adhesive, Hardware, DIY"
5767,LOCTITE MX Basket Kit,"The LOCTITE MX Basket Kit is a comprehensive solution for maintenance and repair professionals, providing a convenient and organized way to store and transport LOCTITE adhesives and sealants. This durable kit features a sturdy basket with individual compartments to keep products tidy and easily accessible. The kit includes a carrying handle for effortless transport to the job site. With the LOCTITE MX Basket Kit, you can ensure that your essential products are always within reach, saving you time and increasing productivity. Ideal for use in various industries, including automotive, aerospace, and industrial manufacturing. 
Keywords: LOCTITE MX Basket Kit adhesive sealant maintenance repair industrial automotive aerospace manufacturing storage transport",,"https://ik.imagekit.io/manwar1/5767-2_5OoYgo1DIF.jpg,https://ik.imagekit.io/manwar1/5767-1_rxSt6c7rT.jpg,https://ik.imagekit.io/manwar1/5767-3_uqqTt-Z8AI.jpg",Industrial Chemicals,"Locite, MX, Basket, Kit, Adhesive, Glue, Fixing, Bangladesh, E-commerce, Fasteners"
5768,LOCTITE MX Mixer Paddle,"The LOCTITE MX Mixer Paddle is a high-performance mixing tool designed for efficient and thorough mixing of LOCTITE adhesives and sealants. Its unique spiral design and durable construction ensure consistent and reliable mixing results. The paddle is easy to use and clean, making it an essential tool for any production line or workshop. It is compatible with a wide range of LOCTITE products and is ideal for use in various industries, including automotive, aerospace, and industrial manufacturing. • Compatible with most LOCTITE adhesives and sealants. Keywords: LOCTITE MX Mixer Paddle adhesive sealant mixing tool spiral design durable construction",,"https://ik.imagekit.io/lord8131/5768-3_Yz5WT3WJHs.jpg,https://ik.imagekit.io/lord8131/5768-2_FXwQ8o7MSh.jpg,https://ik.imagekit.io/lord8131/5768-1_3zn3d37cyq.jpg",Industrial Chemicals,"LOCTITE MX Mixer Paddle , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5769,LOCTITE Radiometer/Dosimeter Adapters,"LOCTITE Radiometer/Dosimeter Adapters are designed to ensure accurate and reliable UV curing process monitoring. These adapters provide a secure connection between LOCTITE radiometers/dosimeters and various light sources, including LED, UV, and visible light curing systems. They enable precise measurement of UV energy, wavelength, and intensity, helping to optimize curing parameters and ensure consistent results. Key benefits include improved process control, increased efficiency, and reduced waste. Compatible with a range of LOCTITE radiometers/dosimeters, these adapters are easy to install and use. Ensure accurate UV curing process monitoring with LOCTITE Radiometer/Dosimeter Adapters. Keywords: LOCTITE adapters radiometers dosimeters UV curing process monitoring LED UV visible light curing",,"https://ik.imagekit.io/manwar1/5769-2_lz6tR_LA5y.jpg,https://ik.imagekit.io/manwar1/5769-1_VONjzppdcp.jpg,https://ik.imagekit.io/manwar1/5769-3_8QS2MXwvy3.jpg",Industrial Chemicals,"here are the keywords:

Locate, Bangladesh, Ecommerce, Online Shopping, Adapters, Radiometer, Dosimeter, LOCTITE, Sealants, Fasteners"
5770,LOCTITE LED Connection Cables,"LOCTITE LED Connection Cables are designed to provide a reliable and efficient connection for LED lighting systems. Made with high-quality materials and constructed with precision, these cables ensure a secure and durable connection that withstands the test of time. With a wide range of applications, from residential to commercial and industrial settings, LOCTITE LED Connection Cables are the perfect solution for any LED lighting installation. Key features include easy installation, high temperature resistance, and excellent electrical conductivity. Ideal for connecting LED strips, modules, and other lighting components. Keywords: LED connection cables, LOCTITE, LED lighting, electrical connectors, cable assemblies, wiring solutions, LED strips, modules, lighting components, electrical supplies.",,"https://ik.imagekit.io/lord8131/5770-2_Y5xG-4HIrj.jpg,https://ik.imagekit.io/lord8131/5770-3_a8r2mWtM3m.jpg,https://ik.imagekit.io/lord8131/5770-1_d7zLjSOCvD.jpg",Industrial Chemicals,"LED Connection Cables, Bangladesh, Online Shopping, Electronics, Cable Assembly, Locitite, Wire Harness, Bangladesh Online Store, Electronic Components, Bangladeshi Products"
5771,LOCTITE CL42 LED Flood Curing Dual Controller,"The LOCTITE CL42 LED Flood Curing Dual Controller is a high-performance device designed to optimize the curing process for light-curable adhesives. This advanced controller features two independent channels, allowing for simultaneous curing of multiple adhesives with different wavelengths. The device offers adjustable intensity and timing settings, ensuring precise control over the curing process. A built-in timer and alarm system provide added convenience. The LOCTITE CL42 is ideal for a variety of applications, including industrial manufacturing, medical device assembly, and electronics production. 
Keywords: LED curing controller, light-curable adhesives, UV curing, adhesive bonding, industrial manufacturing, medical device assembly, electronics production, LOCTITE CL42, flood curing, dual controller",,"https://ik.imagekit.io/manwar1/5771-2_LZdjJnjLGO.jpg,https://ik.imagekit.io/manwar1/5771-3_fL9uAQwvbY.jpg,https://emg.trustglobal.eu.org/images/no-p.jpg",Industrial Chemicals,"Locate, Locite, LED, Flood, Curing, Dual, Controller, Adhesive, Bangladeshi, Electronics"
5772,LOCTITE RC50 Integrated Dispenser,"LOCTITE RC50 Integrated Dispenser is a high-performance, two-component epoxy adhesive designed for bonding and sealing applications. This product offers excellent mechanical strength, chemical resistance, and thermal stability. It is ideal for use in various industries, including aerospace, automotive, and industrial manufacturing. The integrated dispenser ensures accurate mixing and application, reducing waste and improving efficiency. Key benefits include high bonding strength, excellent durability, and resistance to extreme temperatures. Typical applications include bonding metals, ceramics, and plastics. LOCTITE RC50 Integrated Dispenser is a reliable solution for demanding applications. Keywords: epoxy adhesive, two-component, bonding, sealing, aerospace, automotive, industrial, manufacturing, chemical resistance, thermal stability.",,https://emg.trustglobal.eu.org/images/loctite.jpg,Industrial Chemicals,"Here are the keywords for the ecommerce site:

Locite, RC50, Dispenser, Adhesive, Epoxy, Glue, Bangladesh, Online Shopping, Product, Bangladesh E-commerce"
5773,LOCTITE CL42 LED Flood Curing Light Source,"LOCTITE CL42 LED Flood Curing Light Source is a high-intensity LED curing light designed for industrial applications, providing fast and reliable curing of LOCTITE adhesives and sealants. Its compact and lightweight design makes it easy to maneuver and position for optimal curing. The CL42 features a large curing area, allowing for efficient curing of multiple parts at once. It also includes a built-in timer and adjustable intensity settings for customizable curing. Durable and long-lasting, the CL42 is ideal for high-volume production environments. • Cures LOCTITE adhesives and sealants quickly and reliably. Keywords: LED curing light, industrial adhesive, sealant, LOCTITE, CL42, flood curing, high intensity, fast curing",,"https://ik.imagekit.io/lord8131/5773-3_LZU82uW7N.jpg,https://ik.imagekit.io/lord8131/5773-2_6JDpavi9L5.jpg,https://ik.imagekit.io/lord8131/5773-1_K23ErbgczK.jpg",Industrial Chemicals,"Loctite, CL42, LED, Flood, Curing, Light, Source, Bangladesh, Online, Shopping"
5774,LOCTITE CL42 LED Flood Curing Chamber,"LOCTITE CL42 LED Flood Curing Chamber is a high-performance, energy-efficient solution for curing adhesives and coatings in a controlled environment. This compact, bench-top chamber uses advanced LED technology to deliver fast and uniform curing, reducing processing times and increasing productivity. Key features include precise temperature control, adjustable UV and visible light spectrum, and a large, 12"" x 12"" x 12"" curing area. Ideal for applications in electronics, aerospace, medical devices, and more. The chamber is easy to use and maintain, with a user-friendly interface and minimal power consumption. LOCTITE CL42 LED Flood Curing Chamber is the perfect choice for demanding curing applications. 
Keywords: LOCTITE CL42 LED Flood Curing",,"https://ik.imagekit.io/manwar1/5774-2_OdIVITqmL.jpg,https://ik.imagekit.io/manwar1/5774-1_T5t-zBuRvq.jpg,https://ik.imagekit.io/manwar1/5774-3_YQi_pcB25o.jpg",Industrial Chemicals,"Locate, LED, Flood, Curing, Chamber, Adhesive, Glue, Bangladesh, Electronics, Industry"
5775,LOCTITE RC32 Automatic Reservoir,"Here is the product description:

Improve production efficiency with LOCTITE RC32 Automatic Reservoir. Engineered to seamlessly integrate into the Industrial AerGun nozzle systems for complete AerGas driven Micro Applications assemblies or autonomous actuating tip treatments line from battery units low sealing fixture over cito fast cycles between tank off as can repair make design mini auto leak pack grease pist cold deg wet turn check drip as glue at flexible baring through better cleaner gre coat pin under off drop hiteh apply need quality result consist aer max pne back life higher that main heat weld ring sol even well life thin bear non miss very any mini d, For Heavy Low Pump station works Lo. Easy drip get: fits bench keep meet Lo Loc Ader Gl RC per size two",,https://emg.trustglobal.eu.org/images/loctite.jpg,Industrial Chemicals,"Here are the 10 keywords for an ecommerce site selling ""LOCTITE RC32 Automatic Reservoir"" in Bangladesh:

LOCTITE, RC32, Automatic Reservoir, Bangladesh, Adhesive, Industrial Supplies, Chemical Products, Online Shopping BD, Ecommerce BD, Hardware Products"
5776,LOCTITE CL40 LED Spot Curing Light Source,"Introducing the LOCTITE CL40 LED Spot Curing Light Source, your go-to solution for precise and efficient curing of LOCTITE products. This powerful handheld light source delivers a focused beam of UV light, ensuring optimal curing results in seconds.  Its compact design and lightweight construction allow for easy maneuverability, making it ideal for both small and large projects.  The CL40 is durable, reliable, and offers extended operational life, minimizing downtime and maximizing productivity. Benefit from faster curing times, increased strength, and improved bonding performance with the LOCTITE CL40 LED Spot Curing Light Source.

Keywords: LOCTITE CL40, LED curing light, spot curing, UV light, adhesive curing, LOCTITE products",,"https://ik.imagekit.io/lord8131/5776-3_mdmDXqQTKf.jpg,https://ik.imagekit.io/lord8131/5776-2_Rp2zblqvwk.jpg,https://ik.imagekit.io/lord8131/5776-1_yd-6TYX0HK.jpg",Industrial Chemicals,"curing light, spotlight, adhesive, bonding, electronics, repair, technology, bangladesh, lamp, photopolymerization"
5777,LOCTITE CL40 LED Spot Curing Quad Controller,"Introducing the LOCTITE CL40 LED Spot Curing Quad Controller, the ultimate solution for precise and efficient spot curing applications. This innovative device features four independent LED curing heads, allowing you to cure multiple areas simultaneously or selectively target specific zones. 

Its compact design and user-friendly interface make it ideal for both small-scale and large-volume production. Experience unparalleled control over curing parameters, ensuring consistent results and maximized productivity. 

Keywords: LOCTITE CL40, LED Spot Curing, Quad Controller, Adhesives, Sealants, UV Curing, Industrial Automation, Precision Curing, Production Efficiency, Manufacturing Equipment",,"https://ik.imagekit.io/manwar1/5777-3_DZ_ZdFaV7.jpg,https://ik.imagekit.io/manwar1/5777-2_LbswiG0pm2.jpg,https://ik.imagekit.io/manwar1/5777-1_IEOP3yeW7E.jpg",Industrial Chemicals,"LOCTITE CL40 LED Spot Curing Quad Controller , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5778,LOCTITE CL40 LED Lens,"Illuminate your project with the LOCTITE CL40 LED Lens, a versatile and durable solution for accurate, focused light. Crafted from high-quality materials, this lens boasts exceptional clarity and resistance to impact and chemicals.  Its compact design seamlessly integrates into various applications, while the bright LED light source ensures optimal visibility.  Perfect for illuminating tight spaces, highlighting details, or adding a touch of brilliance to your creations.

Keywords: LOCTITE CL40 LED Lens, LED lens, illumination, durable, clear, focused light, compact design, impact resistant, chemical resistant, bright LED",,"https://ik.imagekit.io/lord8131/5778-2_SZsEDLMcz6.jpg,https://ik.imagekit.io/lord8131/5778-1_a_Z56wItQ8.jpg,https://ik.imagekit.io/lord8131/5778-3_EKqyVM_lya.jpg",Industrial Chemicals,"LOCTITE CL40 LED Lens , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5779,LOCTITE EA 9845LC Aero,"LOCTITE EA 9845LC Aero is a high-performance, two-component epoxy adhesive designed for bonding and sealing applications in the aerospace industry. This product offers excellent mechanical properties, including high tensile strength and modulus, as well as outstanding resistance to fatigue, impact, and thermal shock. It is suitable for bonding a wide range of materials, including metals, composites, and ceramics. LOCTITE EA 9845LC Aero is also resistant to many chemicals and solvents, making it an ideal choice for applications where exposure to harsh environments is a concern. • Meets or exceeds many aerospace industry specifications. 
Keywords: epoxy adhesive aerospace bonding sealing LOCTITE EA 9845LC Aero high strength fatigue resistance thermal shock chemical resistance",,"https://ik.imagekit.io/manwar1/5779-1_hhjOHsrijA.jpg,https://ik.imagekit.io/manwar1/5779-3_EIGzkBAZq.jpg,https://ik.imagekit.io/manwar1/5779-2_wx00H7PXb.jpg",Industrial Chemicals,"Bangladeshi ecommerce, online shopping, adhesive sealant, construction chemicals, building materials, LOCTITE products, adhesive sealant bd, construction adhesive, bond sealant, LOCTITE EA 9845LC"
5780,LOCTITE STYCAST 2651MM,"LOCTITE STYCAST 2651MM is a two-part, epoxy-based casting compound designed for encapsulation and potting applications. It features excellent electrical insulation properties and high thermal stability. The material cures at room temperature, producing a strong, impact-resistant, and vibration-dampening bond. It is ideal for applications such as coil potting, motor winding encapsulation, and sensor protection. 
• LOCTITE STYCAST 2651MM offers high resistance to chemicals and solvents, ensuring reliable performance in harsh environments. With its easy-to-mix 1:1 ratio, it is a convenient solution for various industrial applications. Keywords: LOCTITE STYCAST 2651MM epoxy casting compound potting encapsulation",,"https://ik.imagekit.io/lord8131/5780-1_VuFWWnO1t6.jpg,https://ik.imagekit.io/lord8131/5780-2_ZoBvh0olZ.jpg,https://ik.imagekit.io/lord8131/5780-3_EwYAHMbjXz.jpg",Industrial Chemicals,"LOCTITE STYCAST 2651MM , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5781,LOCTITE ECCOBOND 3707,"LOCTITE ECCOBOND 3707 is a high-performance, two-part epoxy adhesive that offers exceptional bonding strength and durability. This versatile adhesive is suitable for a wide range of applications, including metal, glass, and ceramic bonding. It features a high lap shear strength, excellent impact resistance, and a long open time, making it ideal for demanding industrial and manufacturing environments. With its high temperature resistance and chemical resistance, LOCTITE ECCOBOND 3707 is perfect for applications where reliability and consistency are crucial. It is also easy to mix and apply, with a convenient 1:1 mix ratio. 
Keywords: epoxy adhesive, metal bonding, glass bonding, ceramic bonding, high lap shear strength, impact resistance, high temperature resistance,",,"https://ik.imagekit.io/manwar1/5781-1_1P7UD5Gbw-.jpg,https://ik.imagekit.io/manwar1/5781-3_topT3UmO-.jpg,https://emg.trustglobal.eu.org/images/no-p.jpg",Industrial Chemicals,"Bangladeshi ecommerce, online shopping, adhesive sealant, construction adhesive, bonding agent, waterproof sealant, construction chemicals, epoxy sealant, adhesive for tiles, construction adhesive for marble"
5782,LOCTITE SI 5620,"LOCTITE SI 5620 is a high-performance, solvent-free silicone adhesive sealant designed for a wide range of industrial applications. It provides excellent flexibility, durability, and resistance to extreme temperatures, making it ideal for sealing and bonding various materials, including metals, plastics, and elastomers. LOCTITE SI 5620 is also suitable for use in applications where high thermal stability and chemical resistance are required. Some of its key benefits include:
• Excellent adhesion to a variety of substrates
LOCTITE SI 5620 is a reliable choice for industries such as automotive, aerospace, and construction. Keywords: silicone adhesive sealant, industrial applications, high-performance, solvent-free, flexible, durable, temperature resistant, chemical resistant, thermal",,"https://ik.imagekit.io/lord8131/5782-2_zFZtTwbmB4.jpg,https://ik.imagekit.io/lord8131/5782-1_cUyiV05AdL.jpg,https://ik.imagekit.io/lord8131/5782-3_LphVHtILL.jpg",Industrial Chemicals,"Bangladeshi, adhesives, construction adhesive, sealant, building materials, hardware, construction supplies, sealant Bangladesh, adhesive sealant, LOCTITE SI 5620"
5783,LOCTITE SI 5623,"LOCTITE SI 5623 is a high-strength, low-outgassing, and low-VOC silicone adhesive sealant that provides a flexible and durable bond between various substrates. It is ideal for applications requiring a strong seal, high thermal stability, and resistance to extreme temperatures, vibrations, and chemicals. This clear, non-corrosive sealant is suitable for use on metals, plastics, ceramics, and glass, making it a versatile solution for various industries. • It also features excellent electrical insulation properties, making it suitable for use in electronic and electrical applications. Keywords: silicone adhesive sealant, high-strength, low-outgassing, low-VOC, flexible bond, thermal stability, chemical resistance, electrical insulation, metal bonding,",,"https://ik.imagekit.io/manwar1/5783-3_Cttp1wrSl3.jpg,https://ik.imagekit.io/manwar1/5783-1_URKfSCsfFC.jpg,https://emg.trustglobal.eu.org/images/no-p.jpg",Industrial Chemicals,"Bangladeshi, ecommerce, sealant, adhesive, construction, hardware, tools, electronics, marine, industrial"
5784,LOCTITE UK 3182,"Error: SyntaxError: Unexpected token 'e', ""error code: 524"" is not valid JSON",,"https://ik.imagekit.io/lord8131/5784-3_TFGFVht8x-.jpg,https://ik.imagekit.io/lord8131/5784-2_gg3cSjRFY.jpg,https://ik.imagekit.io/lord8131/5784-1_RzTcin4BlQ.jpg",Industrial Chemicals,"LOCTITE UK 3182 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5785,LOCTITE STYCAST 2850KT CAT 24LV,"Introducing LOCTITE STYCAST 2850KT CAT 24LV, a high-performance epoxy-based casting system designed for demanding applications. This two-part system offers exceptional mechanical strength, thermal stability, and electrical insulation. It is ideal for casting complex geometries, such as intricate molds and tooling, and can be used in a variety of industries including aerospace, automotive, and electronics. The 2850KT CAT 24LV has a low viscosity and a long working time, making it easy to mix and pour. It also exhibits excellent adhesion to a wide range of substrates. Keywords: epoxy casting system, mechanical strength, thermal stability, electrical insulation, aerospace, automotive, electronics, mold making, tooling, casting resin.",,"https://ik.imagekit.io/manwar1/5785-3_ulaMadm7t.jpg,https://ik.imagekit.io/manwar1/5785-1_7sPagNpjmB.jpg,https://ik.imagekit.io/manwar1/5785-2_ACwS4iys7.jpg",Industrial Chemicals,"LOCTITE CAT 24LV, Bangladesh, adhesive sealant, construction adhesive, epoxy sealant, bonding agent, construction chemicals, building materials, waterproof sealant, industrial adhesive"
5786,LOCTITE CAT 15 CL,"The LOCTITE CAT 15 CL is a high-strength, anaerobic adhesive specifically designed for threaded fasteners. This ultraviolet (UV) stable adhesive forms a strong bond on contact, sealing out moisture and contaminants while resisting vibration and shock. Its unique formula ensures a secure hold on metal surfaces, even in harsh environments. Suitable for use in aerospace, automotive, and industrial applications, the LOCTITE CAT 15 CL provides long-lasting performance and reliability. It is also resistant to fuels, oils, and chemicals, making it an excellent choice for high-stress applications. 
Keywords: high-strength adhesive, anaerobic threadlocker, UV stable, threaded fasteners, aerospace, automotive, industrial, metal bonding, vibration resistance,",,"https://ik.imagekit.io/lord8131/5786-2_EyYUx2C-aP.jpg,https://ik.imagekit.io/lord8131/5786-3_pw-XXZ3bYY.jpg,https://ik.imagekit.io/lord8131/5786-1_sVQ6y7lVq7.jpg",Industrial Chemicals,"LOCTITE CAT 15 CL, adhesive sealant, Bangladesh, construction adhesive, sealant Bangladesh, construction chemicals, bonding agent, waterproof sealant, construction materials Bangladesh, chemical adhesive"
5787,LOCTITE UK 3173,"Introducing LOCTITE UK 3173, a high-performance threadlocker adhesive designed for heavy-duty applications. This premium product provides exceptional resistance to vibration, shock, and corrosion, ensuring a strong and lasting bond between threaded components. LOCTITE UK 3173 is suitable for a wide range of industries, including aerospace, automotive, and industrial manufacturing. With its unique formula, it provides a secure hold even in extreme temperatures and environments. For optimal results, apply a thin layer to the thread and torque to the recommended specifications. Keywords: threadlocker adhesive, vibration resistance, shock resistance, corrosion resistance, heavy-duty applications, aerospace, automotive, industrial manufacturing, high-performance, durable bonding.",,"https://ik.imagekit.io/manwar1/5787-2_yL2oOHOgW2.jpg,https://ik.imagekit.io/manwar1/5787-3_fYe3YBuTwG.jpg,https://ik.imagekit.io/manwar1/5787-1_MQxuDB0LZN.jpg",Industrial Chemicals,"LOCTITE UK 3173 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5788,LOCTITE SI 5611F,"Introducing LOCTITE SI 5611F, a high-performance silicone adhesive specifically designed for bonding and sealing applications. This two-part sealant is ideal for use in industries such as aerospace, automotive, and electronics, where high-temperature resistance and chemical stability are crucial. LOCTITE SI 5611F exhibits excellent bonding strength, flexibility, and durability, making it perfect for a wide range of applications, including potting, encapsulation, and sealing of electrical and mechanical components. The adhesive is also resistant to vibration, shock, and thermal cycling. With its unique properties and versatility, LOCTITE SI 5611F is a top choice among engineers and manufacturers.

Keywords: LOCTITE SI 5611F, silicone adhesive,",,"https://ik.imagekit.io/lord8131/5788-1_WoQNmjHOwM.jpg,https://ik.imagekit.io/lord8131/5788-2_dAGRnmEJl.jpg,https://ik.imagekit.io/lord8131/5788-3_F8JRrUJWbe.jpg",Industrial Chemicals,"LOCTITE SI 5611F , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5789,LOCTITE STYCAST 2850 FT BLK,"Introducing LOCTITE STYCAST 2850 FT BLK, a premium epoxy-based casting system designed for high-performance applications. This advanced material offers exceptional durability, thermal resistance, and dimensional stability, making it ideal for bonding and encapsulating a wide range of materials. With its fast curing properties and high strength, LOCTITE STYCAST 2850 FT BLK is perfect for numerous industries, including aerospace, automotive, and industrial manufacturing. Its versatility and reliability make it a go-to choice for engineers and technicians seeking a premium casting solution.

Keywords: epoxy casting system, high-performance applications, thermal resistance, dimensional stability, fast curing, high strength, bonding, encapsulating, aerospace, automotive, industrial manufacturing, epoxy resin, casting compound",,"https://ik.imagekit.io/manwar1/5789-1_bUBl-T2EcD.jpg,https://ik.imagekit.io/manwar1/5789-3_WO5PZyUqbU.jpg,https://ik.imagekit.io/manwar1/5789-2_D5Cy_7CBcR.jpg",Industrial Chemicals,"Bangladeshi, e-commerce, adhesive, sealant, construction, hardware, sealantants, building materials, LOCTITE, industrial adhesives"
5790,LOCTITE STYCAST EO 1058,"LOCTITE STYCAST EO 1058 is a versatile and highly durable epoxy-based polymer that is perfect for potting, encapsulating and bonding electronic components and circuitry. With a moderate viscosity, it offers ease of use while minimizing flow. After cure, the cured part displays an elevated service temperature (to +204C intermittent use). EO 1058 delivers optimal optical clarity while imparting remarkable hardness (96 Rockwell H Scale), the robust results extend longevity by efficiently encapsulating small underfilled sensitive circuits reducing threats and offer strength suitable in designing bonding performance configurations also optimizing both.

• suitable applications on in mold forming use electrical mold wirematchConditionHere is a 100-word plain text with keywords.

LOCTITE STYCAST EO 105",,"https://ik.imagekit.io/lord8131/5790-1_qVF--RhzfH.jpg,https://ik.imagekit.io/lord8131/5790-3_oj5uQTfh1L.jpg,https://ik.imagekit.io/lord8131/5790-2_cHLM0Iazgg.jpg",Industrial Chemicals,"LOCTITE STYCAST EO 1058 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
5791,LOCTITE SI 5773,"LOCTITE SI 5773 is a high-temperature, ceramic-based adhesive sealant designed for extreme conditions. This one-component, heat-cure product offers exceptional thermal stability and electrical insulation, making it ideal for applications in the aerospace, automotive, and industrial sectors. It exhibits excellent adhesion to ceramics, metals, and composites, ensuring a strong and durable bond. Key features include a temperature range of -50°C to 350°C, high dielectric strength, and excellent resistance to thermal shock. Benefits include increased reliability, reduced maintenance, and improved performance. • Easy to apply, LOCTITE SI 5773 is the perfect solution for demanding high-temperature applications. Keywords: high-temperature adhesive, ceramic-based sealant, heat",,"https://ik.imagekit.io/manwar1/5791-1_3vTIHIspE.jpg,https://ik.imagekit.io/manwar1/5791-3_5dfliutf8.jpg,https://ik.imagekit.io/manwar1/5791-2_1FjH7GgjcB.jpg",Industrial Chemicals,"LOCTITE SI 5773, Bangladesh, construction adhesive, construction sealant, silicone sealant, bonding agent, sealant for glass, sealant for ceramic, adhesive for tile, industrial sealant"
5792,LOCTITE STYCAST PC 62,"LOCTITE STYCAST PC 62 is a high-performance, two-component epoxy-based potting compound designed for encapsulating and protecting electrical and electronic components from environmental stressors. It offers excellent mechanical strength, thermal shock resistance, and electrical insulation properties. This versatile compound is suitable for a wide range of applications, including potting of transformers, coils, and other electrical components. It is also used in the manufacture of electrical connectors, sensors, and other devices. LOCTITE STYCAST PC 62 is easy to mix and apply, and it cures at room temperature to form a strong and durable bond. 
Keywords: epoxy potting compound electrical insulation thermal shock resistance mechanical strength transformers coils electrical connectors sensors room temperature cure",,"https://ik.imagekit.io/lord8131/5792-2_2ILAEO5uV.jpg,https://ik.imagekit.io/lord8131/5792-1_pEZ-Tdp9Sh.jpg,https://ik.imagekit.io/lord8131/5792-3_YwOXPldi7_.jpg",Industrial Chemicals,"LOCTITE STYCAST PC 62 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
